"marketcap","gas_limit","eur_usd","btc_price","blocksize","transaction_fee","Nasdaq","cny_usd","price","dataset"
0.000576679568436235,0.142476566861292,0.59156378600823,0.000164881569106608,0.00163164439656879,3.2591274253234e-05,0.0157498037163046,0.778761061946903,11.603,"train"
0.000434806558418816,0.142445359755215,0.574417009602195,1.33417563352685e-05,0.00220984847884803,4.53023796562114e-05,0.0175529965977494,0.778761061946903,10.568,"train"
0.000388545614620669,0.142446644554815,0.574417009602195,6.26439993082953e-05,0.00182965949323976,3.41166069015913e-05,0.0175529965977494,0.778761061946903,10.23,"train"
0.000492561616544715,0.142449146532983,0.564814814814815,5.59731211399162e-05,0.00224153089431538,3.2591274253234e-05,0.018706272354532,0.765486725663717,10.977,"train"
0.000580053264353202,0.142440964388161,0.556241426611797,0.000127178838130341,0.0023682605561848,2.35409672063141e-05,0.0198220361162,0.756637168141593,11.604,"train"
0.00061451927430956,0.14244644169172,0.545610425240055,0.000126464036266559,0.00248706961418739,3.86926048466631e-05,0.0152159120649046,0.743362831858407,11.848,"train"
0.00046807268072645,0.14245391381571,0.538751714677641,0.000113598965979425,0.00321576516993656,3.66588279821868e-05,0.0156215650353311,0.734513274336283,10.782,"train"
0.000476185402187255,0.142749045808076,0.538751714677641,0.000125034886958814,0.00255835504898893,2.95406089565194e-05,0.0156215650353311,0.734513274336283,10.837,"train"
0.00045554769153281,0.14245729486729,0.538751714677641,0.000256368482520406,0.000364347777874585,1.14908392842916e-05,0.0156215650353311,0.734513274336283,10.684,"train"
0.000526513225468103,0.142454928131184,0.549039780521262,0.000218635759858391,0.0027959731649941,2.13038126553901e-05,0.0150353310651662,0.743362831858407,11.19,"train"
0.000578063063360267,0.142456415793879,0.581961591220851,0.000103756239744973,0.00137818507282995,1.81006140938398e-05,0.0219994765768125,0.743362831858407,11.557,"train"
0.000606869270065259,0.142463786486322,0.612482853223594,0.000106928087812536,0.00150491473469937,2.3032522990195e-05,0.0240259966849865,0.800884955752212,11.754,"train"
0.000587227046346522,0.142458613477406,0.61522633744856,0.000125258006930842,0.00220192787498119,1.95751023205852e-05,0.0279246270609788,0.769911504424778,11.609,"train"
0.000572241758572977,0.142462805981364,0.61522633744856,0.000169095401071207,0.000237618116005164,1.21009723436345e-05,0.0279246270609788,0.769911504424778,11.492,"train"
0.000542664650684384,0.142456483414911,0.616598079561043,0.000177136354012494,0.00227321330978274,1.74904810344969e-05,0.0259408531797959,0.769911504424778,11.275,"train"
0.000465374197624127,0.142826674752339,0.613854595336077,0.000215642953073128,0.00247914901032055,1.64735926022587e-05,0.0217648085143505,0.774336283185841,10.716,"train"
0.000420039959882848,0.142453474279005,0.611454046639232,0.000196508711450635,0.00149699413083253,1.21009723436345e-05,0.0221521416732095,0.787610619469027,10.382,"train"
0.000350050403449617,0.142470007621228,0.619684499314129,0.000160831328157891,0.00258211686058945,1.38296826784394e-05,0.0223545319724331,0.787610619469027,9.876,"train"
0.000313167949134791,0.142470785263092,0.619684499314129,0.000146864290599246,0.000815822198284397,7.27075229050306e-06,0.0223545319724331,0.787610619469027,9.608,"train"
0.000175982517837231,0.142467235158933,0.619684499314129,0.00017892313146204,0.000522759855211361,3.10150971832648e-06,0.0223545319724331,0.787610619469027,8.622,"train"
0.000156679326017931,0.14246348219168,0.622085048010974,0.00019260752009698,0.000372268381741424,3.2031985615503e-06,0.0208462008200297,0.792035398230088,8.48,"train"
7.20839156235823e-05,0.14245665246749,0.614540466392319,0.00023291589244929,0.00186926251257396,3.10150971832648e-06,0.0242214080083748,0.787610619469027,7.872,"train"
6.09830072014315e-05,0.142604843958215,0.576131687242798,0.00021123553840392,0.00207519821311177,1.28636386678131e-05,0.0307929861292856,0.769911504424778,7.789,"train"
0.000143444827306061,0.142631047107955,0.574074074074074,0.000219395549253031,0.00151283533856621,1.55075485916324e-05,0.0306595132164356,0.765486725663717,8.376,"train"
0.000136278209913929,0.142597845181445,0.578875171467764,0.000300265405615427,0.00156035896176725,4.93190889635522e-06,0.0299904039082265,0.778761061946903,8.321,"train"
0.000130851517069748,0.142474436798797,0.578875171467764,0.000313055951105775,0,4.57599794507185e-07,0.0299904039082265,0.778761061946903,8.279,"train"
0.000266731195821553,0.14270769554726,0.578875171467764,0.00026580859308369,0.00556026391452084,1.19992835004106e-05,0.0299904039082265,0.778761061946903,9.246,"train"
0.000241413571562417,0.142440524851456,0.589849108367627,0.000283558218509476,0.00107720212589008,4.2709314154004e-06,0.0318921748233447,0.778761061946903,9.061,"train"
0.000175615879850424,0.142476634482324,0.584019204389575,0.000474125849499133,0.00114056695682479,8.23679630112934e-06,0.0308549245398238,0.778761061946903,8.585,"train"
0.000158765722968206,0.142517207101277,0.580932784636489,0.00059378495384736,0.00228905451751642,1.1795905813963e-05,0.0306595132164356,0.769911504424778,8.461,"train"
9.34545184653016e-05,0.142471630525986,0.561728395061728,0.000538869266867918,0.000601965893879749,3.05066529671457e-06,0.0271996859460874,0.747787610619469,7.993,"train"
9.53166886894005e-05,0.142477445934703,0.561728395061728,0.000606546416490108,0.000435633212676134,1.57617706996919e-06,0.0271996859460874,0.747787610619469,8.003,"train"
0.000120363009610558,0.142477986902956,0.561728395061728,0.000729734542626389,0.00172669164297086,4.11839815056467e-06,0.0271996859460874,0.747787610619469,8.178,"train"
6.68152543208728e-05,0.14255182906945,0.573045267489712,0.000772484965337371,0.00145739111149834,3.35573182638603e-06,0.0262889295995813,0.756637168141593,7.793,"train"
2.1412835256371e-05,0.1424556043415,0.638545953360768,0.000678243360952468,0.00164748560430247,4.57599794507185e-07,0.0157829538515224,0.778761061946903,7.458,"train"
0.000134527836473404,0.14248028601803,0.638545953360768,0.000577301341131767,0.00295438524233088,6.15217501504105e-06,0.0157829538515224,0.778761061946903,8.259,"train"
0.000198601282282108,0.142439273862372,0.638545953360768,0.000630266659642801,0.00369100140194688,1.77447031425564e-05,0.0157829538515224,0.778761061946903,8.711,"train"
0.000320831205503678,0.142472441978366,0.664266117969822,0.000522966402266154,0.00209896002471228,8.64355167402461e-06,0.0194669807205793,0.778761061946903,9.575,"train"
0.000328933718601597,0.142460574487322,0.652606310013717,0.000606873598524851,0.00182965949323976,1.13891504410677e-05,0.0147238942685162,0.756637168141593,9.629,"train"
0.000317152413596329,0.142466761811712,0.649176954732511,0.000553536110448217,0.00224153089431538,1.19992835004106e-05,0.0114455203698858,0.756637168141593,9.541,"train"
0.000319170326792673,0.142510918345339,0.621399176954733,0.000572209116284524,0.00214648364791332,1.571092627808e-05,0.0106996423274885,0.747787610619469,9.552,"train"
0.000337746958014985,0.142527891224268,0.620713305898492,0.000745339762460828,0.00324744758540391,1.86090583099589e-05,0.0123623833202478,0.747787610619469,9.68,"train"
0.000283125667443406,0.14247305056765,0.620713305898492,0.000729630480562185,0.00249499021805422,1.07281729601129e-05,0.0123623833202478,0.747787610619469,9.285,"train"
0.000304026492814871,0.142460946402996,0.613511659807956,0.000758443402981939,0.00194054794737551,9.40621799820326e-06,0.0135889383233011,0.734513274336283,9.429,"train"
0.000340968368573956,0.142475721598398,0.628600823045268,0.000642968138912563,0.00272468773019255,1.47957266890657e-05,0.0145031841577249,0.756637168141593,9.683,"train"
0.000467112058215133,0.142441065819709,0.587448559670782,0.000686775995785509,0.00363555717487901,2.5269677541119e-05,0.0107511122742738,0.716814159292036,10.567,"train"
0.000414673953032384,0.142449078911952,0.587448559670782,0.000686790537209308,0.00370684260968056,1.68295035535421e-05,0.0107511122742738,0.716814159292036,10.192,"train"
0.000407033684934599,0.142481942733304,0.587448559670782,0.000715037707360342,0.00257419625672261,1.41347492081108e-05,0.0107511122742738,0.716814159292036,10.134,"train"
0.000632903471170777,0.142480252207514,0.589506172839506,0.000658677420811207,0.00237618116005164,1.87615915747946e-05,0.0105809997382884,0.725663716814159,11.72,"train"
0.000811692416881714,0.142451175163931,0.556584362139918,0.000671125788421702,0.0037543662328816,2.6947543454312e-05,0.0126214777981332,0.712389380530973,12.976,"train"
0.000946561897477698,0.142510478808634,0.552126200274349,0.000434308704618757,0.00285933799592881,2.95406089565194e-05,0.0103018407048766,0.699115044247788,13.922,"train"
0.00100596337600438,0.142464090780964,0.558984910836763,0.000493289628387555,0.00365931898647953,3.8184160630544e-05,0.0152769781034634,0.699115044247788,14.335,"train"
0.000905013963107994,0.142490023446578,0.558984910836763,0.000500913424235364,0.00362763657101217,3.36081626854722e-05,0.0152769781034634,0.699115044247788,13.618,"train"
0.000968944178793972,0.142480860796798,0.556927297668038,0.000515312614732597,0.0027959731649941,2.50154554330595e-05,0.0149472214952456,0.690265486725664,14.058,"train"
0.000819763132308749,0.142460337813711,0.530864197530865,0.000542502350720177,0.00247914901032055,2.06936795960472e-05,0.0232591817150834,0.690265486725664,13.002,"train"
0.000740468265780824,0.142465781306754,0.548696844993141,0.000652736340348739,0.0041028728030225,2.05919907528234e-05,0.0268106080432696,0.690265486725664,12.434,"train"
0.000581011967932826,0.142471968631144,0.521947873799726,0.000951735733255463,0.00405534917982147,2.12529682337782e-05,0.0295795167059235,0.685840707964602,11.309,"train"
0.000586030540262219,0.142497225086442,0.521947873799726,0.0017941758531365,0.00967105732141018,4.3268602791735e-05,0.0295795167059235,0.685840707964602,11.339,"train"
0.000689011762250167,0.14247602589304,0.521947873799726,0.00173748793013281,0.00364347777874585,2.85237205242812e-05,0.0295795167059235,0.685840707964602,12.058,"train"
0.000744580218050803,0.142458309182764,0.532235939643347,0.00185111734221929,0.00259795806832313,2.3591811627926e-05,0.0295795167059235,0.663716814159292,12.443,"train"
0.000951155929603974,0.142468114232344,0.546296296296297,0.00189662200148305,0.00274844954179307,2.90321647404003e-05,0.0312143417953416,0.672566371681417,13.882,"train"
0.000942826803937617,0.142489752962452,0.533950617283951,0.00191228675027065,0.00188510372030764,2.2473234352464e-05,0.032881444647998,0.663716814159292,13.819,"train"
0.000917715311851523,0.142472103873208,0.608024691358025,0.00237719515475871,0.0016950092275035,2.05919907528234e-05,0.0303655238593737,0.685840707964602,13.637,"train"
0.000917122968588406,0.14250351384238,0.608024691358025,0.00242980329954776,0.00153659715016673,2.12529682337782e-05,0.0303655238593737,0.685840707964602,13.627,"train"
0.000948970446802915,0.142489381046778,0.603223593964335,0.00262054951739841,0.00167124741590299,2.33884339414784e-05,0.0326502660734538,0.685840707964602,13.84,"train"
0.000976886746724529,0.14264064929444,0.604938271604938,0.00248742914438727,0.00378604864834895,8.0893474784548e-05,0.032043095175783,0.676991150442478,14.029,"train"
0.00104037683199276,0.142486676205515,0.617283950617284,0.00256259649052416,0.00175837405843822,2.85237205242812e-05,0.0331675826572451,0.685840707964602,14.468,"train"
0.0010275330772944,0.142482077975367,0.590534979423868,0.00245813999033771,0.00207519821311177,2.95406089565194e-05,0.0317700427462271,0.685840707964602,14.372,"train"
0.000982384802604481,0.14250094424318,0.568244170096022,0.00250042826842436,0.00175837405843822,2.80152763081621e-05,0.0261807554741342,0.685840707964602,14.051,"train"
0.000947384952925534,0.142441742030025,0.568244170096022,0.0029360775105501,0.00132274084576208,2.85237205242812e-05,0.0261807554741342,0.685840707964602,13.801,"train"
0.00107334235232423,0.142535802884963,0.568244170096022,0.00391969395222718,0.00196430975897602,2.80152763081621e-05,0.0261807554741342,0.685840707964602,14.675,"train"
0.00134840003859719,0.142472340546818,0.582304526748971,0.00439011173865745,0.0030415118848661,4.42854912239732e-05,0.0221582482770653,0.663716814159292,16.59,"train"
0.00157424937980999,0.14248944866781,0.553497942386831,0.00410991940533848,0.00394446072568573,4.73361565206878e-05,0.0217316583791329,0.650442477876107,18.159,"train"
0.0017632850528926,0.142433796558813,0.559327846364884,0.00531230520620558,0.0030811149042003,6.9707702029928e-05,0.0218503009683329,0.654867256637168,19.463,"train"
0.00145745313540512,0.143659901103565,0.57681755829904,0.00505322702024343,0.00731071736909222,0.000280203607503233,0.0179621390560936,0.65929203539823,17.323,"train"
0.000818914506432879,0.142477648797798,0.57681755829904,0.00516219499716329,0.00656618060560937,0.000257832061993993,0.0179621390560936,0.65929203539823,12.867,"train"
0.000720235934310177,0.142446205018109,0.57681755829904,0.0052746774544474,0.00323952698153707,4.22517143594968e-05,0.0179621390560936,0.65929203539823,12.175,"train"
0.000841916279032074,0.142433796558813,0.614883401920439,0.00319293722054393,0.00236033995231796,2.71000767191478e-05,0.0275320596702434,0.668141592920354,13.002,"train"
0.00101100475443901,0.142366446011351,0.522290809327846,0.00380561830019813,0.00158412077336776,3.20828300371149e-05,0.00990491145424409,0.623893805309734,14.166,"train"
0.0009759335664847,0.125182521843199,0.522290809327846,0.00327319679152656,0.00188510372030764,2.33884339414784e-05,0.00990491145424409,0.623893805309734,13.917,"train"
0.000968169712111483,0.0893788761431885,0.49039780521262,0.00365897803841055,0.00154451775403357,2.57781217572381e-05,0,0.597345132743363,13.858,"train"
0.000857861998308066,0.0936877220864862,0.505144032921811,0.00353577400759101,0.00211480123244596,2.62357215517453e-05,0.00849952019541135,0.597345132743363,13.087,"train"
0.000723247060021806,0.142409148692799,0.525034293552812,0.00342988881251664,0.00457018843116599,4.68277123045687e-05,0.0161214341795342,0.610619469026549,12.148,"train"
0.000764907974368912,0.142442553482404,0.518518518518519,0.00392792803345475,0.00912453565459831,6.36063714364988e-05,0.0216548896449446,0.601769911504425,12.432,"train"
0.000721698195632254,0.142424904393159,0.52914951989026,0.00397198945640529,0.0013068996380284,4.68277123045687e-05,0.0233909098839745,0.588495575221239,12.127,"train"
0.000702466731180457,0.142458207751216,0.52914951989026,0.00438007633855803,0.00132274084576208,1.44906601593942e-05,0.0233909098839745,0.588495575221239,11.989,"train"
0.000684186667756246,0.142454590026026,0.52914951989026,0.00370944132318844,0.00149699413083253,2.32359006766426e-05,0.0233909098839745,0.588495575221239,11.858,"train"
0.00063839850981804,0.142415741743379,0.535665294924554,0.00408167178076911,0.00158412077336776,1.59651483861396e-05,0.0233909098839745,0.579646017699115,11.537,"train"
0.000483088561753843,0.142383520321827,0.508573388203018,0.00388757558241122,0.0020197539860439,1.74904810344969e-05,0.019930210241647,0.566371681415929,10.457,"train"
0.000499992059631324,0.142379294007353,0.516803840877915,0.0039874006391153,0.00153659715016673,1.87615915747946e-05,0.0230934310389951,0.553097345132744,10.57,"train"
0.000424273110817396,0.142390958635302,0.503086419753087,0.00343989512976996,0.00157620016950092,1.02705731656057e-05,0.0246331675826573,0.566371681415929,10.042,"train"
0.000480707565457976,0.142379429249416,0.500685871056241,0.0038264652488932,0.002898941015263,2.57272773356262e-05,0.0316077815580564,0.557522123893805,10.428,"train"
0.000556145955846784,0.1423787530391,0.500685871056241,0.0035947258485137,0.00159996198110144,4.42854912239732e-05,0.0316077815580564,0.557522123893805,10.946,"train"
0.000543507997287347,0.142377130134342,0.500685871056241,0.00357090063445717,0.00152075594243305,1.54058597484086e-05,0.0316077815580564,0.557522123893805,10.854,"train"
0.000500425032522287,0.142370976620468,0.502057613168724,0.00354557220071443,0.00163164439656879,1.63719037590349e-05,0.0343889034284219,0.553097345132744,10.552,"train"
0.000495139199875976,0.142376758218669,0.502400548696845,0.00379710157004686,0.00278805256112726,1.94225690557494e-05,0.0373706708540523,0.557522123893805,10.512,"train"
0.000483859793665763,0.142357080498477,0.513031550068587,0.00364696136931734,0.00112472574909111,1.33720828839322e-05,0.035879787141237,0.557522123893805,10.43,"train"
0.000574880510725929,0.142343319618548,0.523319615912208,0.00370071556007061,0.00254251384125526,1.92191913693018e-05,0.0383512169589113,0.561946902654868,11.053,"train"
0.000696733255100886,0.142329592549136,0.494513031550068,0.00377780328298717,0.00191678613577499,1.95242578989733e-05,0.0379612666841142,0.557522123893805,11.889,"train"
0.000677317528991545,0.142369150852615,0.494513031550068,0.00374075627934134,0.0010613609181564,1.41347492081108e-05,0.0379612666841142,0.557522123893805,11.751,"train"
0.000607780900570283,0.142335205094758,0.494513031550068,0.00401908731041398,0.000388109589475102,9.86381779271045e-06,0.0379612666841142,0.557522123893805,11.267,"train"
0.00061681236407928,0.142315730237661,0.507201646090535,0.00392448898672543,0.00144154990376466,1.43381268945585e-05,0.0402460088981942,0.54424778761062,11.325,"train"
