;date;tweets;transaction_fee;transaction_value;number_of_transaction;blocksize;blocktime;marketcap;price;gas_limit;cny_usd;eur_usd;jpy_usd;gold;Oil;Nasdaq;btc_price
175;7/9/16;1645;0,00814;209,715;48701;1692;0,235;970651916;11,589;4709743;0,1501;1,1237;0,9828;1.349,20;45,5;5.283,93;614.5440063477
176;8/9/16;1492;0,00843;310,277;55970;1900;0,239;959702784;11,454;4709567;0,15;1,1258;0,9756;1.341,60;47,62;5.259,48;626.3159790039
177;9/9/16;1618;0,00896;148,749;53918;1853;0,237;966951725;11,536;4709764;0,1497;1,1229;0,9736;1.334,50;45,88;5.125,91;622.8610229492
178;10/9/16;1882;0,00746;182,194;42875;1508;0,24;979058593;11,676;4709779;0,1497;1,1229;0,9736;1.334,50;45,88;5.125,91;623.508972168
179;11/9/16;1272;0,00782;231,701;43345;1460;0,236;996574235;11,881;4709347;0,1497;1,1229;0,9736;1.334,50;45,88;5.125,91;606.7189941406
180;12/9/16;1291;0,00914;242,654;45123;1585;0,238;988485586;11,78;4709199;0,1497;1,1232;0,9816;1.325,60;46,29;5.211,89;608.242980957
181;13/9/16;1453;0,00856;269,577;42591;1497;0,24;1007077825;11,997;4709188;0,1497;1,1217;0,9749;1.323,70;44,9;5.155,26;609.241027832
182;14/9/16;2093;0,00804;166,849;53859;1758;0,236;1002132665;11,933;4709109;0,1499;1,1249;0,9761;1.326,10;43,58;5.173,77;610.6840209961
183;15/9/16;1963;0,00827;140,774;52622;1743;0,239;1008976832;12,01;4709145;0,1499;1,1241;0,9794;1.318,00;43,91;5.249,69;607.1550292969
184;16/9/16;1498;0,00996;481,641;57532;2020;0,237;1026089873;12,209;4709239;0,1499;1,1153;0,9774;1.310,20;43,03;5.244,57;606.9730224609
185;17/9/16;1691;0,00949;215,189;46882;1588;0,238;1060737482;12,616;4708655;0,1499;1,1153;0,9774;1.310,20;43,03;5.244,57;605.9840087891
186;18/9/16;1310;0,01;528,111;37893;1433;0,257;1074655297;12,777;4707956;0,1499;1,1153;0,9774;1.310,20;43,03;5.244,57;609.8740234375
187;19/9/16;1818;0,00879;293,34;40505;1341;0,225;1084343989;12,887;4700188;0,1499;1,1173;0,9809;1.317,80;43,3;5.235,03;609.2269897461
188;20/9/16;2688;0,00831;932,872;54067;1689;0,234;1151689788;13,683;4700337;0,1499;1,1152;0,983;1.318,20;43,44;5.241,35;608.3120117188
189;21/9/16;2490;0,00935;1253;44549;1598;0,238;1161906635;13,799;4701179;0,1499;1,1185;0,9966;1.331,40;45,34;5.295,18;597.1489868164
190;22/9/16;2824;0,0157;470,304;52657;1876;0,251;1105624339;13,125;4288910;0,15;1,1207;0,9924;1.344,70;46,32;5.339,52;596.2979736328
191;23/9/16;3588;0,0185;773,052;35219;1280;0,231;1121172557;13,304;1002439;0,1499;1,1222;0,99;1.341,70;44,48;5.305,75;602.8419799805
192;24/9/16;2011;0,0213;401,721;43418;1526;0,245;1097943282;13,024;1171866;0,1499;1,1222;0,99;1.341,70;44,48;5.305,75;602.625
193;25/9/16;1739;0,0225;834,5;38713;1387;0,23;1095217272;12,986;1499421;0,1499;1,1222;0,99;1.341,70;44,48;5.305,75;600.8259887695
194;26/9/16;2414;0,0343;430,352;43514;1545;0,246;1088478871;12,901;1499865;0,1499;1,1253;0,9965;1.344,10;45,93;5.257,49;608.0430297852
195;27/9/16;2841;0,0275;315,696;46817;1661;0,238;1101004705;13,044;1500023;0,1499;1,1213;0,9954;1.330,40;44,67;5.305,71;606.166015625
196;28/9/16;2583;0,0211;772,636;42797;1561;0,236;1119434253;13,258;1499957;0,1499;1,1214;0,9932;1.323,70;47,05;5.318,55;604.7280273438
197;29/9/16;2935;0,0134;686,073;40416;1442;0,235;1109130170;13,13;1499913;0,1499;1,1221;0,9897;1.326,00;47,83;5.269,15;605.6929931641
198;30/9/16;1915;0,0148;335,384;35836;1437;0,24;1112441611;13,165;1499703;0,1499;1,1238;0,9866;1.317,10;48,24;5.312,00;609.7349853516
199;1/10/16;1485;0,0226;203,615;53076;1810;0,249;1109268541;13,122;1500303;0,1499;1,1238;0,9866;1.317,10;48,24;5.312,00;613.9829711914
200;2/10/16;1556;0,0226;463,873;51105;1687;0,237;1114300572;13,176;1499492;0,1499;1,1238;0,9866;1.317,10;48,24;5.312,00;610.8920288086
201;3/10/16;1836;0,0183;169,604;47672;1719;0,232;1120594230;13,245;1499443;0,1499;1,1209;0,9835;1.312,70;48,81;5.300,87;612.1329956055
202;4/10/16;1996;0,0201;165,647;56662;2192;0,237;1131276580;13,366;1499001;0,1499;1,1202;0,9717;1.269,70;48,69;5.289,66;610.2039794922
203;5/10/16;1738;0,0203;329,301;41719;1802;0,248;1117966794;13,204;1498534;0,1499;1,1202;0,966;1.268,60;49,83;5.316,02;612.5109863281
204;6/10/16;1940;0,0176;325,751;36826;1938;0,242;1090662070;12,876;1498143;0,1499;1,1149;0,962;1.253,00;50,44;5.306,85;613.0209960938
205;7/10/16;1830;0,0156;271,735;43708;4119;0,245;1075163692;12,688;1495809;0,1499;1,1199;0,9715;1.251,90;49,81;5.292,40;617.1209716797
206;8/10/16;1573;0,0183;342,183;37690;5429;0,232;1039689911;12,264;1497289;0,1499;1,1199;0,9715;1.251,90;49,81;5.292,40;619.1079711914
207;9/10/16;1403;0,0167;718,076;43940;5683;0,238;1034676507;12,2;1497217;0,1499;1,1199;0,9715;1.251,90;49,81;5.292,40;616.7520141602
208;10/10/16;1398;0,0144;679,766;44940;12725;0,238;1002572203;11,817;1495837;0,149;1,1137;0,965;1.260,40;51,35;5.328,67;618.9940185547
209;11/10/16;1669;0,0114;668,496;41053;2762;0,238;1012555435;11,93;1495918;0,1487;1,1053;0,9659;1.255,90;50,79;5.246,79;641.0720214844
210;12/10/16;1481;0,0174;1035;30002;1248;0,244;1003414742;11,818;1496324;0,1489;1,1006;0,9595;1.253,80;50,18;5.239,02;636.1920166016
211;13/10/16;1713;0,0417;377,346;32244;1306;0,236;1012901509;11,925;1495940;0,1487;1,1056;0,9642;1.257,60;50,44;5.213,33;636.7860107422
212;14/10/16;1833;0,0214;748,228;42006;1400;0,237;1013735039;11,93;1222433;0,1486;1,0969;0,9596;1.255,50;50,35;5.214,16;640.3779907227
213;15/10/16;1615;0,0243;408,528;33662;1236;0,239;1007715416;11,854;500409;0,1486;1,0969;0,9596;1.255,50;50,35;5.214,16;638.6459960938
214;16/10/16;1224;0,0229;545,56;34990;1297;0,238;1015155228;11,937;500401;0,1486;1,0969;0,9596;1.255,50;50,35;5.214,16;641.6309814453
215;17/10/16;1483;0,0223;572,356;38136;1377;0,242;1012153414;11,897;500238;0,1484;1,0997;0,9625;1.256,60;49,94;5.199,82;639.1929931641
216;18/10/16;2008;0,0232;686,867;51898;1747;0,235;1059507543;12,449;777144;0,1484;1,0978;0,9626;1.262,90;50,29;5.243,84;637.9600219727
217;19/10/16;1892;0,0295;337,619;38497;1638;0,249;1042854644;12,249;2846462;0,1484;1,0972;0,9666;1.269,90;51,6;5.246,41;630.5200195313
218;20/10/16;1537;0,0153;202,025;43438;1466;0,229;1028654299;12,077;1657755;0,1482;1,0928;0,9618;1.267,50;50,43;5.241,83;630.8569946289
219;21/10/16;1251;0,00876;129,394;57780;1724;0,236;1027228827;12,056;1203674;0,1478;1,0882;0,9627;1.267,70;50,85;5.257,40;632.8280029297
220;22/10/16;1205;0,00883;160,139;37772;1357;0,238;1027368970;12,053;1294716;0,1478;1,0882;0,9627;1.267,70;50,85;5.257,40;657.2940063477
221;23/10/16;1050;0,00893;146,703;35364;1292;0,24;1021956305;11,985;1997458;0,1478;1,0882;0,9627;1.267,70;50,85;5.257,40;657.0709838867
222;24/10/16;1345;0,011;148,118;52547;1791;0,237;1018795031;11,943;1999236;0,1475;1,088;0,9597;1.263,70;50,52;5.309,83;653.7609863281
223;25/10/16;1437;0,0104;267,435;47610;1675;0,239;982780994;11,517;1999259;0,1474;1,0886;0,9593;1.273,60;49,96;5.283,40;657.5880126953
224;26/10/16;1657;0,00899;237,333;45158;1550;0,236;981960558;11,503;1999273;0,1477;1,0907;0,957;1.266,60;49,18;5.250,27;678.3040161133
225;27/10/16;1561;0,00857;238,153;44353;1518;0,239;973848210;11,404;1999209;0,1474;1,0894;0,9497;1.269,50;49,72;5.215,97;688.3129882813
226;28/10/16;1652;0,00972;417,273;41522;1472;0,242;960482986;11,243;1999189;0,1475;1,0983;0,9549;1.276,80;48,7;5.190,10;689.6510009766
227;29/10/16;1608;0,00828;497,171;40011;1461;0,254;909812310;10,646;1999048;0,1475;1,0983;0,9549;1.276,80;48,7;5.190,10;714.4790039063
228;30/10/16;1420;0,00825;654,879;39435;1422;0,238;909209394;10,635;1999102;0,1475;1,0983;0,9549;1.276,80;48,7;5.190,10;701.8640136719
229;31/10/16;1636;0,00826;307,354;45031;1536;0,236;952447324;11,137;1999056;0,1475;1,0979;0,9539;1.273,10;46,86;5.189,14;700.9719848633
230;1/11/16;1685;0,00897;629,221;49025;1689;0,247;912831414;10,67;1999027;0,1478;1,1053;0,9598;1.288,00;46,67;5.153,58;729.7930297852
231;2/11/16;1686;0,0073;1077;43519;1497;0,242;930763687;10,876;1998359;0,148;1,1094;0,9679;1.308,20;45,34;5.105,57;740.8289794922
232;3/11/16;1929;0,00764;2562;42346;1471;0,242;933056564;10,898;1998698;0,1479;1,1103;0,9709;1.303,30;44,66;5.058,41;688.700012207
233;4/11/16;1621;0,0073;403,061;32572;1262;0,244;938074683;10,953;1998811;0,148;1,1135;0,9694;1.304,50;44,07;5.046,37;703.2349853516
234;5/11/16;1455;0,00721;253,42;37690;1358;0,24;946382864;11,046;1998836;0,148;1,1135;0,9694;1.304,50;44,07;5.046,37;703.4180297852
235;6/11/16;3091;0,00743;164,38;34391;1289;0,238;941002328;10,979;1998560;0,148;1,1135;0,9694;1.304,50;44,07;5.046,37;711.5219726563
236;7/11/16;1377;0,00753;166,324;41941;1399;0,228;932346785;10,874;1998737;0,1475;1,1038;0,9571;1.279,40;44,89;5.166,17;703.1309814453
237;8/11/16;1496;0,00819;176,003;41569;1476;0,234;928332540;10,823;1998842;0,1474;1,1023;0,9508;1.274,50;44,98;5.193,49;709.8480224609
238;9/11/16;1656;0,00915;532,458;40517;1484;0,243;908830514;10,592;1998969;0,1475;1,0909;0,9463;1.273,50;45,27;5.251,07;723.2730102539
239;10/11/16;1548;0,0093;268,484;40164;1492;0,241;905799889;10,553;1998946;0,147;1,0889;0,936;1.266,40;44,66;5.208,80;715.533996582
240;11/11/16;2105;0,0112;952,341;41070;1462;0,24;891702307;10,385;1998527;0,1468;1,085;0,9373;1.224,30;43,41;5.237,11;716.4110107422
241;12/11/16;1525;0,00759;307,309;40882;1426;0,237;867993653;10,105;1999114;0,1468;1,085;0,9373;1.224,30;43,41;5.237,11;705.0540161133
242;13/11/16;1948;0,00782;291,924;43673;1468;0,232;864978985;10,066;1998932;0,1468;1,085;0,9373;1.224,30;43,41;5.237,11;702.0310058594
243;14/11/16;2687;0,00874;121,916;43876;1576;0,237;860473614;10,01;1998511;0,1461;1,0734;0,9221;1.221,70;43,32;5.218,40;705.0209960938
244;15/11/16;3038;0,00821;229,404;45330;1577;0,24;864195953;10,049;1998874;0,1458;1,072;0,9158;1.224,50;45,81;5.275,62;711.6190185547
245;16/11/16;2341;0,0085;263,292;41684;1481;0,238;872753018;10,145;1998890;0,1454;1,0685;0,9167;1.223,90;45,57;5.294,58;744.1979980469
246;17/11/16;2645;0,00744;786,204;40738;1476;0,245;857682317;9,966;1998694;0,1454;1,0625;0,9079;1.216,90;45,42;5.333,97;740.9769897461
247;18/11/16;2802;0,00767;238,982;43785;1514;0,229;832742589;9,673;1997356;0,1452;1,0585;0,901;1.208,70;45,69;5.321,51;751.5850219727
248;19/11/16;2282;0,00682;210,525;39289;1375;0,234;827354346;9,607;1996428;0,1452;1,0585;0,901;1.208,70;45,69;5.321,51;751.616027832
249;20/11/16;1957;0,0074;145,219;42125;1473;0,233;823865782;9,563;1997325;0,1452;1,0585;0,901;1.208,70;45,69;5.321,51;731.0260009766
250;21/11/16;4974;0,00789;148,006;42735;1537;0,237;823924242;9,56;1997295;0,1451;1,0627;0,902;1.209,80;47,49;5.368,86;739.2479858398
251;22/11/16;3026;0,00702;477,062;53585;1708;0,243;851257443;9,873;1997825;0,1452;1,0624;0,8997;1.211,20;48,03;5.386,35;751.3469848633
252;23/11/16;2440;0,0125;371,99;64289;1950;0,247;846097757;9,81;2034874;0,1445;1,0556;0,8888;1.189,30;47,96;5.380,68;744.5939941406
253;24/11/16;3073;0,0151;215,997;36861;1424;0,243;817886950;9,479;3224321;0,1445;1,0552;0,8819;1.178,40;47,98;5.380,68;740.2890014648
254;25/11/16;2533;0,00965;245,377;58075;1767;0,236;808995063;9,372;3299571;0,1446;1,0584;0,8842;1.178,40;46,06;5.398,92;741.6489868164
255;26/11/16;2231;0,0166;160,874;40804;1501;0,243;805606635;9,33;3299530;0,1446;1,0584;0,8842;1.178,40;46,06;5.398,92;735.382019043
256;27/11/16;6856;0,0234;145,392;44449;1703;0,242;783362853;9,068;3299028;0,1446;1,0584;0,8842;1.178,40;46,06;5.398,92;732.0349731445
257;28/11/16;4254;0,0222;144,74;48388;1731;0,238;759315249;8,787;3299394;0,1447;1,0613;0,8933;1.190,80;47,08;5.368,81;735.8129882813
258;29/11/16;3263;0,0177;229,997;47036;1692;0,24;709530059;8,207;3299547;0,145;1,0647;0,8898;1.190,80;45,23;5.379,92;735.6040039063
259;30/11/16;3429;0,00757;254,43;39178;2209;0,238;726517676;8,401;3293862;0,1452;1,0585;0,8734;1.173,90;49,44;5.323,68;745.6909790039
260;1/12/16;3644;0,00618;236,689;37121;1407;0,238;729603874;8,433;3292451;0,1452;1,066;0,8764;1.169,40;51,06;5.251,11;756.7739868164
261;2/12/16;3164;0,00536;632,879;41642;1462;0,237;687944866;7,949;3291199;0,1452;1,067;0,8801;1.177,80;51,68;5.255,65;777.9439697266
262;3/12/16;2247;0,00493;918,134;41357;1404;0,234;681145302;7,867;3290780;0,1452;1,067;0,8801;1.177,80;51,68;5.255,65;771.1550292969
263;4/12/16;1852;0,00507;326,906;39643;1403;0,241;663213034;7,658;3291411;0,1452;1,067;0,8801;1.177,80;51,68;5.255,65;773.8720092773
264;5/12/16;2076;0,00542;632,574;41613;1491;0,24;625602160;7,221;3926785;0,1454;1,0762;0,8782;1.176,50;51,79;5.308,89;758.700012207
265;6/12/16;3178;0,00492;886,558;48200;1615;0,236;591509480;6,825;3997425;0,1453;1,0717;0,8769;1.170,10;50,93;5.333,00;764.2239990234
266;7/12/16;3804;0,00648;453,009;41757;1523;0,237;671015532;7,739;4001886;0,1454;1,0751;0,8789;1.177,50;49,77;5.393,76;768.132019043
267;8/12/16;2433;0,17;536,303;39587;1416;0,235;734972285;8,474;4006060;0,1454;1,0615;0,8767;1.172,40;50,84;5.417,36;770.8099975586
268;9/12/16;2236;0,00633;509,012;41444;1502;0,238;724343680;8,348;4005990;0,1447;1,0559;0,8663;1.161,90;51,5;5.444,50;772.7940063477
269;10/12/16;2034;0,00592;288,277;40564;1428;0,237;718364753;8,276;4005120;0,1447;1,0559;0,8663;1.161,90;51,5;5.444,50;774.6500244141
270;11/12/16;2187;0,00768;406,27;39164;1681;0,236;709580175;8,172;4005638;0,1447;1,0559;0,8663;1.161,90;51,5;5.444,50;769.7310180664
271;12/12/16;1959;0,00671;228,734;38741;1477;0,24;722985063;8,323;4012790;0,1447;1,0634;0,8693;1.165,80;52,83;5.412,54;780.0869750977
272;13/12/16;2874;0,00581;207,727;44664;1538;0,237;727844605;8,376;4008647;0,1449;1,0625;0,868;1.159,00;52,98;5.463,83;780.5560302734
273;14/12/16;2608;0,00615;186,236;47294;1835;0,237;724640346;8,336;4010315;0,1449;1,0535;0,8543;1.163,70;51,04;5.436,67;781.4810180664
274;15/12/16;2306;0,00594;366,103;46102;1582;0,24;691622560;7,954;4009752;0,144;1,0412;0,8461;1.129,80;50,9;5.456,85;778.0880126953
275;16/12/16;1920;0,00544;252,338;43953;1506;0,237;679543977;7,812;4010738;0,1436;1,0447;0,8475;1.137,40;51,9;5.437,16;784.9069824219
276;17/12/16;1919;0,00634;600,552;39442;1418;0,235;663656232;7,626;4007103;0,1436;1,0447;0,8475;1.137,40;51,9;5.437,16;790.8289794922
277;18/12/16;1898;0,00591;461,348;36640;1345;0,236;680464390;7,817;4004408;0,1436;1,0447;0,8475;1.137,40;51,9;5.437,16;790.5300292969
278;19/12/16;2955;0,00617;233,849;45599;1616;0,239;671630751;7,712;4004278;0,1438;1,0402;0,854;1.142,70;52,12;5.457,44;792.7139892578
279;20/12/16;2904;0,00754;239,27;44241;1536;0,237;662328592;7,603;4008755;0,1439;1,0385;0,8484;1.133,60;52,23;5.483,94;800.8759765625
280;21/12/16;2514;0,00833;316,193;50793;1769;0,237;673253850;7,725;4006388;0,1441;1,0423;0,8506;1.133,20;52,49;5.471,43;834.2810058594
281;22/12/16;2557;0,00535;459,405;55173;1762;0,242;662549795;7,6;4005071;0,1439;1,0435;0,8506;1.130,70;52,95;5.447,42;864.5399780273
282;23/12/16;2213;0,0049;1032;44391;1522;0,242;638754492;7,324;4005530;0,1439;1,0454;0,8519;1.133,60;53,02;5.462,69;921.9840087891
283;24/12/16;2168;0,00495;451,068;37757;1361;0,24;631361122;7,237;4005314;0,1439;1,0454;0,8519;1.133,60;53,02;5.462,69;898.8220214844
284;25/12/16;2092;0,00476;208,252;36601;1317;0,235;627642941;7,192;4005173;0,1439;1,0454;0,8519;1.133,60;53,02;5.462,69;896.1829833984
285;26/12/16;2460;0,00482;173,387;34565;1294;0,237;629474013;7,21;4004528;0,1439;1,0453;0,8539;1.133,60;53,19;5.462,69;907.6099853516
286;27/12/16;2280;0,00615;239,386;42370;1558;0,24;625303470;7,16;4002387;0,1439;1,0455;0,8514;1.138,80;53,9;5.487,44;933.1979980469
287;28/12/16;2142;0,00523;480,251;43386;1531;0,238;627460295;7,182;4003240;0,1437;1,0407;0,8527;1.140,90;54,06;5.438,56;975.9210205078
288;29/12/16;2424;0,00708;798,526;46546;1678;0,237;707566698;8,096;4002971;0,1437;1,049;0,8579;1.158,10;53,77;5.432,09;973.4970092773
289;30/12/16;2272;0,00827;605,893;44561;1623;0,238;719108635;8,225;4003148;0,1439;1,0513;0,8553;1.151,70;53,72;5.383,12;961.2379760742
290;31/12/16;2161;0,00555;1234;41220;1544;0,24;699226103;7,995;4005641;0,1439;1,0513;0,8553;1.151,70;53,72;5.383,12;963.742980957
291;1/1/17;1791;0,00537;386,626;38730;1390;0,236;720372078;8,233;4004494;0,1439;1,0513;0,8553;1.151,70;53,72;5.383,12;998.325012207
292;2/1/17;1751;0,0058;589,583;39652;1458;0,238;716123995;8,182;4005192;0,1439;1,0457;0,8508;1.151,70;54,03;5.383,12;1021.75
293;3/1/17;2639;0,00773;973,094;45883;1627;0,239;771464928;8,811;4004606;0,1436;1,0404;0,8491;1.162,00;52,33;5.429,08;1043.8399658203
294;4/1/17;3452;0,00814;1620;50673;1717;0,234;914403483;10,44;4004246;0,1442;1,0486;0,8525;1.165,30;53,26;5.477,01;1154.7299804688
295;5/1/17;2896;0,00736;1708;49596;1676;0,236;918150659;10,479;4004576;0,1452;1,0603;0,8668;1.181,30;53,76;5.487,94;1013.3800048828
296;6/1/17;2283;0,00715;1695;43804;1593;0,24;877128248;10,007;4005286;0,1445;1,053;0,8551;1.173,40;53,99;5.521,06;902.2009887695
297;7/1/17;1653;0,00676;986,595;43622;1570;0,236;857242615;9,776;4004812;0,1445;1,053;0,8551;1.173,40;53,99;5.521,06;908.5850219727
298;8/1/17;1734;0,00772;584,796;42727;1557;0,237;875844088;9,985;4005788;0,1445;1,053;0,8551;1.173,40;53,99;5.521,06;911.1989746094
299;9/1/17;1968;0,00811;996,16;46188;1595;0,237;914661449;10,424;4006987;0,1442;1,0572;0,8618;1.184,90;51,96;5.531,82;902.8280029297
300;10/1/17;1847;0,00835;990,588;48179;1686;0,239;912636288;10,397;4003798;0,1444;1,0553;0,8637;1.185,50;50,82;5.551,82;907.6790161133
301;11/1/17;1661;0,00769;1024;45221;1591;0,238;881198050;10,035;4004492;0,1442;1,058;0,8664;1.196,60;52,25;5.563,65;777.757019043
302;12/1/17;1611;0,00697;855,015;50589;1697;0,238;834793210;9,503;4007178;0,1452;1,061;0,8716;1.199,80;53,01;5.547,49;804.833984375
303;13/1/17;1739;0,00675;470,43;50833;1729;0,236;842033547;9,582;4007972;0,1449;1,0641;0,873;1.196,20;52,37;5.574,12;823.9840087891
304;14/1/17;1446;0,00657;214,286;42044;1499;0,237;844561491;9,608;4005799;0,1449;1,0641;0,873;1.196,20;52,37;5.574,12;818.4119873047
305;15/1/17;1820;0,00699;136,361;41748;1498;0,237;855495657;9,729;4005652;0,1449;1,0641;0,873;1.196,20;52,45;5.574,12;821.7979736328
306;16/1/17;1817;0,00688;170,313;45375;1575;0,238;844944612;9,605;4006416;0,1449;1,06;0,8755;1.212,90;52,52;5.574,12;831.533996582
307;17/1/17;1821;0,00843;332,893;46671;1642;0,24;877813270;9,975;4005926;0,1459;1,0712;0,8877;1.212,90;52,48;5.538,73;907.9379882813
308;18/1/17;2604;0,00769;197,436;44994;1583;0,237;895935602;10,177;4006634;0,1462;1,063;0,872;1.212,10;51,08;5.555,65;886.617980957
309;19/1/17;1887;0,00734;235,112;43628;1552;0,234;901098724;10,232;4006932;0,1456;1,0663;0,8705;1.201,50;51,37;5.540,08;899.0729980469
310;20/1/17;1648;0,00773;619,681;45775;1609;0,241;925973295;10,511;4005670;0,1454;1,0699;0,8722;1.204,90;52,42;5.555,33;895.0260009766
311;21/1/17;1416;0,00758;233,975;43302;1504;0,238;943896034;10,711;4006350;0,1454;1,0699;0,8722;1.204,90;52,42;5.555,33;921.7890014648
312;22/1/17;1596;0,00812;222,53;47432;1616;0,237;949615555;10,772;4008101;0,1454;1,0699;0,8722;1.204,90;52,42;5.555,33;924.6729736328
313;23/1/17;1924;0,00813;204,775;46076;1612;0,238;942964991;10,693;4007046;0,1459;1,0761;0,8872;1.215,60;52,75;5.552,94;921.0120239258
314;24/1/17;1831;0,00865;165,903;50414;1754;0,239;934890346;10,597;4006384;0,1458;1,073;0,8787;1.210,80;53,18;5.600,96;892.6870117188
315;25/1/17;1851;0,00855;214,611;46256;1644;0,24;924742828;10,478;4005629;0,1452;1,0744;0,8826;1.197,80;52,75;5.656,34;901.5419921875
316;26/1/17;1771;0,00817;239,553;46856;1673;0,237;926625018;10,496;4005536;0,1453;1,068;0,873;1.189,80;53,78;5.655,18;917.5859985352
317;27/1/17;1834;0,00791;229,537;46680;1658;0,241;922987279;10,451;4004172;0,1453;1,0694;0,8688;1.188,40;53,17;5.660,78;919.75
318;28/1/17;1470;0,00773;139,218;45189;1628;0,238;925421299;10,475;4004703;0,1453;1,0694;0,8688;1.188,40;53,17;5.660,78;921.5900268555
319;29/1/17;1466;0,00752;213,998;42509;1523;0,242;922660656;10,44;4004799;0,1453;1,0694;0,8688;1.188,40;53,17;5.660,78;919.4959716797
320;30/1/17;1479;0,00756;160,632;45369;1579;0,236;924763578;10,46;4004426;0,1453;1,0692;0,8788;1.196,00;52,63;5.613,71;920.382019043
321;31/1/17;1472;0,00774;309,278;43649;1539;0,239;933965946;10,56;4005092;0,1453;1,0795;0,8864;1.211,40;52,81;5.614,79;970.4030151367
322;1/2/17;1673;0,00909;302,842;44541;1607;0,24;939886606;10,624;4004053;0,1453;1,0767;0,8828;1.208,30;53,88;5.642,65;989.0230102539
323;2/2/17;3207;0,00862;298,939;43709;1578;0,238;940003113;10,621;4003996;0,1453;1,0758;0,8864;1.219,40;53,54;5.636,20;1011.799987793
324;3/2/17;2049;0,00854;411,022;42778;1568;0,24;949823548;10,728;4005129;0,1456;1,0781;0,8872;1.220,80;53,83;5.666,77;1029.9100341797
325;4/2/17;1494;0,00814;436,906;45410;1560;0,237;993179802;11,214;4005458;0,1456;1,0781;0,8872;1.220,80;53,83;5.666,77;1042.9000244141
326;5/2/17;1482;0,00837;178,978;46542;1614;0,237;990296334;11,177;4004770;0,1456;1,0781;0,8872;1.220,80;53,83;5.666,77;1027.3399658203
327;6/2/17;1659;0,0085;325,586;47306;1606;0,238;993402122;11,208;4006549;0,1457;1,0749;0,8949;1.232,10;53,01;5.663,55;1038.1500244141
328;7/2/17;1910;0,0101;279,469;51866;1827;0,24;1007013693;11,358;4006191;0,1452;1,068;0,8897;1.236,10;52,17;5.674,22;1061.3499755859
329;8/2/17;1987;0,00968;264,543;51089;1764;0,237;1003344092;11,313;4007044;0,1456;1,0697;0,8931;1.239,50;52,34;5.682,45;1063.0699462891
330;9/2/17;1837;0,00942;309,709;47873;1630;0,239;983422528;11,084;4006817;0,1456;1,0654;0,8827;1.236,80;53;5.715,18;994.3829956055
331;10/2/17;2241;0,00973;346,311;52222;1735;0,238;976211603;10,999;4006488;0,1454;1,0638;0,8831;1.235,90;53,86;5.734,13;988.6740112305
332;11/2/17;1893;0,00933;226,223;46560;1594;0,238;1002242023;11,288;4006035;0,1454;1,0638;0,8831;1.235,90;53,86;5.734,13;1004.450012207
333;12/2/17;1637;0,0101;301,96;45319;1571;0,238;1003451108;11,298;4006386;0,1454;1,0638;0,8831;1.235,90;53,86;5.734,13;999.1810302734
334;13/2/17;1735;0,0123;242,606;55990;1823;0,237;997917241;11,231;4007567;0,1453;1,0597;0,879;1.225,80;52,93;5.763,96;990.6420288086
